,area_type,location,total_sqft,bath,price,bhk
2840,Super built-up  Area,Hebbal,2600.0,3.0,195.0,3
2841,Super built-up  Area,Hebbal,1645.0,3.0,117.0,3
2842,Super built-up  Area,Hebbal,1251.0,2.0,88.73,2
2843,Super built-up  Area,Hebbal,1645.0,3.0,121.0,3
2844,Super built-up  Area,Hebbal,1760.0,3.0,123.0,3
2845,Super built-up  Area,Hebbal,2790.0,4.0,198.0,4
2846,Super built-up  Area,Hebbal,3960.0,5.0,386.0,4
2847,Super built-up  Area,Hebbal,1645.0,3.0,120.0,3
2848,Super built-up  Area,Hebbal,1255.0,2.0,90.0,3
2849,Super built-up  Area,Hebbal,1645.0,3.0,117.0,3
2852,Super built-up  Area,Hebbal,1636.0,3.0,119.0,3
2853,Super built-up  Area,Hebbal,1255.0,2.0,95.0,3
2854,Super built-up  Area,Hebbal,2790.0,4.0,198.0,4
2856,Super built-up  Area,Hebbal,1255.0,2.0,95.0,3
2857,Super built-up  Area,Hebbal,1088.0,2.0,61.45,2
2858,Super built-up  Area,Hebbal,1349.0,2.0,97.8,2
2860,Super built-up  Area,Hebbal,1344.0,2.0,108.0,2
2861,Super built-up  Area,Hebbal,1255.0,2.0,90.0,3
2863,Super built-up  Area,Hebbal,1138.0,2.0,110.0,2
2864,Super built-up  Area,Hebbal,2790.0,5.0,204.0,4
2865,Super built-up  Area,Hebbal,1088.0,2.0,62.0,2
2866,Super built-up  Area,Hebbal,1987.0,4.0,165.0,3
2867,Super built-up  Area,Hebbal,2790.0,5.0,198.0,4
2868,Built-up  Area,Hebbal,1299.0,2.0,100.0,2
2869,Super built-up  Area,Hebbal,1200.0,2.0,60.0,2
2870,Super built-up  Area,Hebbal,1645.0,3.0,117.0,3
2871,Super built-up  Area,Hebbal,1390.0,2.0,95.0,2
2872,Super built-up  Area,Hebbal,1333.0,2.0,100.0,2
2874,Super built-up  Area,Hebbal,2650.0,4.0,199.0,3
2875,Super built-up  Area,Hebbal,1800.0,3.0,140.0,3
2877,Super built-up  Area,Hebbal,2470.0,4.0,203.0,4
2878,Super built-up  Area,Hebbal,1255.0,2.0,95.0,3
2879,Built-up  Area,Hebbal,1333.0,2.0,104.0,2
2880,Super built-up  Area,Hebbal,1645.0,3.0,117.0,3
2881,Super built-up  Area,Hebbal,2600.0,3.0,199.0,3
2882,Super built-up  Area,Hebbal,1345.0,2.0,97.0,2
2884,Super built-up  Area,Hebbal,985.0,2.0,62.0,2
2885,Super built-up  Area,Hebbal,1320.0,2.0,91.0,2
2886,Super built-up  Area,Hebbal,2388.0,3.0,195.0,3
2887,Super built-up  Area,Hebbal,1040.0,2.0,55.0,2
2889,Super built-up  Area,Hebbal,2600.0,3.0,195.0,3
2890,Built-up  Area,Hebbal,1075.0,2.0,52.0,2
2891,Super built-up  Area,Hebbal,2630.0,5.0,188.0,4
2892,Super built-up  Area,Hebbal,2790.0,5.0,198.0,4
2893,Super built-up  Area,Hebbal,1645.0,3.0,113.0,3
2895,Super built-up  Area,Hebbal,1420.0,2.0,99.39,2
2897,Super built-up  Area,Hebbal,3520.0,5.0,320.0,3
2898,Super built-up  Area,Hebbal,1162.0,2.0,69.0,2
2899,Built-up  Area,Hebbal,1100.0,2.0,60.0,2
2900,Super built-up  Area,Hebbal,4235.0,5.0,364.0,4
2901,Super built-up  Area,Hebbal,1299.0,2.0,97.0,2
2903,Super built-up  Area,Hebbal,2470.0,5.0,192.0,4
2904,Super built-up  Area,Hebbal,1645.0,3.0,117.0,3
2905,Super built-up  Area,Hebbal,1920.0,3.0,134.0,3
2906,Super built-up  Area,Hebbal,3520.0,5.0,240.0,3
2907,Super built-up  Area,Hebbal,1920.0,3.0,150.0,3
2908,Super built-up  Area,Hebbal,2375.0,4.0,189.0,4
2909,Super built-up  Area,Hebbal,1420.0,2.0,99.26,2
2910,Super built-up  Area,Hebbal,1252.0,2.0,92.0,2
2911,Super built-up  Area,Hebbal,2790.0,4.0,198.0,4
2912,Super built-up  Area,Hebbal,1162.0,2.0,59.0,2
2913,Super built-up  Area,Hebbal,1294.0,2.0,115.0,2
2914,Super built-up  Area,Hebbal,4225.0,6.0,359.0,4
2915,Built-up  Area,Hebbal,1150.0,2.0,57.0,2
2916,Super built-up  Area,Hebbal,1740.0,2.0,137.0,3
2918,Super built-up  Area,Hebbal,1662.0,3.0,155.0,3
2919,Built-up  Area,Hebbal,2250.0,3.0,219.0,3
2920,Super built-up  Area,Hebbal,1349.0,2.0,98.0,2
2921,Super built-up  Area,Hebbal,4000.0,6.0,370.0,4
2922,Super built-up  Area,Hebbal,1349.0,2.0,96.8,2
2923,Super built-up  Area,Hebbal Kempapura,1700.0,3.0,155.0,3
2924,Super built-up  Area,Hebbal Kempapura,1800.0,3.0,175.0,3
2925,Super built-up  Area,Hebbal Kempapura,2900.0,4.0,300.0,3
2926,Super built-up  Area,Hebbal Kempapura,3522.0,3.0,380.0,3
2927,Plot  Area,Hebbal Kempapura,2280.0,5.0,200.0,5
2928,Plot  Area,Hebbal Kempapura,1200.0,2.0,125.0,2
2929,Super built-up  Area,Hebbal Kempapura,2900.0,4.0,240.0,3
2931,Built-up  Area,Hebbal Kempapura,1300.0,2.0,102.0,2
2932,Super built-up  Area,Hebbal Kempapura,1466.0,2.0,140.0,3
2934,Built-up  Area,Hebbal Kempapura,1725.0,2.0,165.0,3
2935,Plot  Area,Hebbal Kempapura,1200.0,3.0,125.0,3
2936,Built-up  Area,Hebbal Kempapura,3408.0,3.0,260.0,3
2937,Super built-up  Area,Hebbal Kempapura,1485.0,3.0,132.0,2
2938,Super built-up  Area,Hebbal Kempapura,1400.0,2.0,108.0,2
2939,Super built-up  Area,Hebbal Kempapura,1800.0,3.0,150.0,3
2940,Plot  Area,Hebbal Kempapura,2400.0,5.0,200.0,5
2941,Built-up  Area,Hebbal Kempapura,2800.0,5.0,220.0,5
2942,Built-up  Area,Hebbal Kempapura,1785.0,3.0,165.0,3
2943,Super built-up  Area,Hebbal Kempapura,3729.0,4.0,384.0,4
2944,Super built-up  Area,Hebbal Kempapura,1600.0,3.0,170.0,3
2945,Super built-up  Area,Hebbal Kempapura,1730.0,3.0,175.0,3
2947,Super built-up  Area,Hegde Nagar,1569.0,3.0,101.0,3
2948,Built-up  Area,Hegde Nagar,3000.0,7.0,210.0,6
2949,Super built-up  Area,Hegde Nagar,2026.0,3.0,132.0,3
2950,Super built-up  Area,Hegde Nagar,1801.0,3.0,115.0,3
2951,Plot  Area,Hegde Nagar,1050.0,1.0,56.0,2
2952,Super built-up  Area,Hegde Nagar,1341.0,2.0,97.0,2
2953,Super built-up  Area,Hegde Nagar,2112.95,4.0,145.0,3
2954,Plot  Area,Hegde Nagar,1200.0,4.0,83.0,4
2955,Super built-up  Area,Hegde Nagar,1703.0,3.0,113.0,3
2956,Super built-up  Area,Hegde Nagar,1570.0,3.0,105.0,3
2957,Super built-up  Area,Hegde Nagar,1801.0,3.0,140.0,3
2958,Super built-up  Area,Hegde Nagar,1584.01,3.0,103.0,3
2959,Super built-up  Area,Hegde Nagar,1965.0,4.0,125.0,3
2960,Plot  Area,Hegde Nagar,1200.0,2.0,75.0,2
2961,Super built-up  Area,Hegde Nagar,1847.0,3.0,135.0,3
2962,Super built-up  Area,Hegde Nagar,1965.0,4.0,132.0,3
2963,Super built-up  Area,Hegde Nagar,1703.0,3.0,125.0,3
2964,Super built-up  Area,Hegde Nagar,1847.0,3.0,125.0,3
2965,Super built-up  Area,Hegde Nagar,2144.6,4.0,145.0,3
2966,Super built-up  Area,Hegde Nagar,1718.0,3.0,119.0,3
2967,Super built-up  Area,Hegde Nagar,1847.0,3.0,123.0,3
2968,Super built-up  Area,Hegde Nagar,1340.0,2.0,72.0,2
2969,Super built-up  Area,Hegde Nagar,2087.01,3.0,115.0,3
2970,Super built-up  Area,Hegde Nagar,1703.0,3.0,130.0,3
2971,Super built-up  Area,Hegde Nagar,2087.01,4.0,135.0,3
2972,Super built-up  Area,Hegde Nagar,1718.0,3.0,130.0,3
2973,Super built-up  Area,Hegde Nagar,1884.0,4.0,118.0,3
2974,Super built-up  Area,Hegde Nagar,1930.0,4.0,122.0,3
2975,Super built-up  Area,Hegde Nagar,1584.01,3.0,104.0,3
2976,Super built-up  Area,Hegde Nagar,1168.0,2.0,68.0,3
2977,Super built-up  Area,Hegde Nagar,2162.03,4.0,129.0,3
2978,Super built-up  Area,Hegde Nagar,2087.01,4.0,160.0,3
2979,Plot  Area,Hegde Nagar,1000.0,2.0,66.0,2
2980,Built-up  Area,Hegde Nagar,1348.0,2.0,80.5,3
2981,Super built-up  Area,Hennur,1075.0,2.0,52.0,2
2982,Super built-up  Area,Hennur,1255.0,2.0,52.32,2
2983,Super built-up  Area,Hennur,1225.0,2.0,57.0,2
2984,Super built-up  Area,Hennur,1255.0,2.0,57.5,2
2985,Super built-up  Area,Hennur,1259.0,2.0,57.0,2
2986,Super built-up  Area,Hennur,1255.0,2.0,53.5,2
2987,Super built-up  Area,Hennur,1285.0,2.0,60.0,2
2988,Super built-up  Area,Hennur,1285.0,2.0,60.0,2
2989,Built-up  Area,Hennur,1100.0,2.0,60.0,2
2990,Super built-up  Area,Hennur,1231.0,2.0,48.0,2
2991,Super built-up  Area,Hennur,1255.0,2.0,58.0,2
2992,Super built-up  Area,Hennur,1040.0,2.0,42.12,2
2993,Super built-up  Area,Hennur,1255.0,2.0,54.5,2
2994,Super built-up  Area,Hennur,1041.0,2.0,40.6,2
2996,Super built-up  Area,Hennur,1255.0,2.0,55.5,2
2998,Super built-up  Area,Hennur,1231.0,2.0,50.0,2
2999,Built-up  Area,Hennur,2500.0,5.0,125.0,5
3000,Super built-up  Area,Hennur,1160.0,2.0,49.0,2
3001,Super built-up  Area,Hennur,2400.0,3.0,135.0,3
3002,Super built-up  Area,Hennur,1255.0,2.0,53.5,2
3003,Super built-up  Area,Hennur,1255.0,2.0,55.5,2
3004,Super built-up  Area,Hennur,1100.0,2.0,44.55,2
3005,Super built-up  Area,Hennur,1255.0,2.0,57.5,2
3006,Super built-up  Area,Hennur,960.0,2.0,48.0,2
3007,Super built-up  Area,Hennur,1020.0,2.0,48.0,2
3008,Super built-up  Area,Hennur,1255.0,2.0,52.32,2
3009,Super built-up  Area,Hennur,1295.0,2.0,64.0,2
3010,Super built-up  Area,Hennur,1935.0,3.0,102.0,3
3012,Super built-up  Area,Hennur,1345.0,2.0,69.0,3
3013,Super built-up  Area,Hennur,1255.0,2.0,58.0,2
3014,Built-up  Area,Hennur,1420.0,2.0,62.0,2
3015,Super built-up  Area,Hennur,1155.0,2.0,54.5,2
3016,Super built-up  Area,Hennur,1255.0,2.0,52.32,2
3017,Super built-up  Area,Hennur,1255.0,2.0,52.35,2
3019,Super built-up  Area,Hennur,1255.0,2.0,54.5,2
3020,Super built-up  Area,Hennur,1830.0,2.0,113.0,3
3021,Super built-up  Area,Hennur,1830.5,3.0,84.205,3
3022,Super built-up  Area,Hennur,1255.0,2.0,55.5,2
3023,Super built-up  Area,Hennur,1255.0,2.0,53.57,2
3024,Super built-up  Area,Hennur,1255.0,2.0,56.5,2
3025,Built-up  Area,Hennur,1050.0,2.0,42.73,2
3026,Super built-up  Area,Hennur,1295.0,2.0,62.0,2
3027,Super built-up  Area,Hennur Road,2089.0,3.0,140.0,3
3028,Built-up  Area,Hennur Road,5000.0,8.0,250.0,8
3029,Super built-up  Area,Hennur Road,1385.0,2.0,83.09,2
3030,Super built-up  Area,Hennur Road,1317.5,2.0,63.77,2
3032,Built-up  Area,Hennur Road,2264.0,3.0,159.0,3
3033,Built-up  Area,Hennur Road,1157.0,2.0,84.0,2
3034,Super built-up  Area,Hennur Road,1904.0,3.0,120.0,3
3035,Super built-up  Area,Hennur Road,1891.0,3.0,109.0,3
3036,Super built-up  Area,Hennur Road,1561.0,3.0,95.0,3
3038,Super built-up  Area,Hennur Road,2060.0,3.0,149.0,3
3039,Super built-up  Area,Hennur Road,1482.0,2.0,92.0,3
3040,Super built-up  Area,Hennur Road,1232.0,2.0,89.0,2
3041,Super built-up  Area,Hennur Road,1065.0,2.0,42.6,2
3043,Super built-up  Area,Hennur Road,1482.0,2.0,87.0,3
3044,Super built-up  Area,Hennur Road,1891.0,3.0,139.0,3
3045,Super built-up  Area,Hennur Road,1703.0,3.0,101.0,3
3046,Super built-up  Area,Hennur Road,1232.0,2.0,69.61,2
3047,Super built-up  Area,Hennur Road,987.0,2.0,49.0,2
3049,Built-up  Area,Hennur Road,2160.0,3.0,160.0,3
3051,Super built-up  Area,Hennur Road,1680.0,3.0,99.27,3
3052,Super built-up  Area,Hennur Road,1065.0,2.0,42.6,2
3053,Super built-up  Area,Hennur Road,1385.0,2.0,83.09,2
3055,Super built-up  Area,Hennur Road,2350.0,3.0,174.0,3
3056,Super built-up  Area,Hennur Road,1586.0,3.0,93.94,3
3057,Super built-up  Area,Hennur Road,1975.0,3.0,123.0,3
3058,Super built-up  Area,Hennur Road,1290.0,2.0,94.5,3
3059,Super built-up  Area,Hennur Road,901.0,2.0,49.5,2
3060,Super built-up  Area,Hennur Road,1445.0,3.0,86.56,3
3061,Super built-up  Area,Hennur Road,1482.0,2.0,97.0,3
3062,Super built-up  Area,Hennur Road,1182.0,2.0,82.5,2
3064,Super built-up  Area,Hennur Road,1036.0,2.0,59.46,2
3065,Super built-up  Area,Hennur Road,1891.0,3.0,109.0,3
3066,Super built-up  Area,Hennur Road,1232.0,2.0,69.61,2
3068,Super built-up  Area,Hennur Road,2320.0,3.0,170.0,3
3069,Super built-up  Area,Hennur Road,1936.0,3.0,118.0,3
3070,Super built-up  Area,Hennur Road,1480.0,2.0,65.0,2
3071,Super built-up  Area,Hennur Road,1590.0,3.0,96.5,3
3072,Built-up  Area,Hennur Road,1445.0,2.0,105.0,3
3073,Super built-up  Area,Hennur Road,1036.0,2.0,59.45,2
3074,Super built-up  Area,Hennur Road,1832.0,3.0,125.0,3
3075,Super built-up  Area,Hennur Road,1359.0,2.0,104.0,2
3076,Super built-up  Area,Hennur Road,1341.0,2.0,75.76,2
3077,Super built-up  Area,Hennur Road,1040.0,2.0,50.0,2
3079,Super built-up  Area,Hennur Road,1414.0,2.0,84.18,2
3080,Super built-up  Area,Hennur Road,1949.0,3.0,133.0,3
3081,Super built-up  Area,Hennur Road,1232.0,2.0,89.0,2
3082,Super built-up  Area,Hennur Road,1250.0,2.0,77.88,3
3083,Super built-up  Area,Hennur Road,2502.0,4.0,180.0,4
3084,Built-up  Area,Hennur Road,1831.0,3.0,110.0,3
3085,Super built-up  Area,Hennur Road,1232.0,2.0,87.0,2
3086,Super built-up  Area,Hennur Road,1232.0,2.0,74.0,2
3087,Super built-up  Area,Hennur Road,1232.0,2.0,66.0,2
3088,Super built-up  Area,Hennur Road,1341.0,2.0,95.0,2
3090,Super built-up  Area,Hennur Road,1232.0,2.0,88.0,2
3091,Super built-up  Area,Hennur Road,2365.0,4.0,175.0,3
3092,Super built-up  Area,Hennur Road,1310.0,2.0,66.0,2
3094,Built-up  Area,Hennur Road,1015.0,2.0,50.0,2
3096,Super built-up  Area,Hennur Road,2264.0,3.0,168.0,3
3097,Super built-up  Area,Hennur Road,2002.0,3.0,120.0,3
3098,Super built-up  Area,Hennur Road,1232.0,2.0,69.6,2
3099,Super built-up  Area,Hennur Road,1195.0,2.0,73.0,2
3100,Super built-up  Area,Hennur Road,1020.0,2.0,47.0,2
3101,Plot  Area,Hennur Road,5100.0,6.0,375.0,5
3102,Super built-up  Area,Hennur Road,1061.0,2.0,54.92,2
3104,Built-up  Area,Hennur Road,1020.0,2.0,45.0,2
3105,Super built-up  Area,Hennur Road,2041.0,3.0,128.0,3
3106,Super built-up  Area,Hennur Road,1232.0,2.0,87.0,2
3107,Built-up  Area,Hennur Road,1066.0,2.0,52.23,2
3108,Super built-up  Area,Hennur Road,973.0,2.0,56.0,2
3109,Built-up  Area,Hennur Road,1255.0,2.0,84.0,2
3110,Super built-up  Area,Hennur Road,1232.0,2.0,83.0,2
3111,Super built-up  Area,Hennur Road,1832.0,3.0,116.0,3
3112,Super built-up  Area,Hennur Road,2050.0,3.0,120.0,3
3113,Super built-up  Area,Hennur Road,1445.0,2.0,86.69,3
3114,Super built-up  Area,Hennur Road,1445.0,2.0,83.0,3
3117,Super built-up  Area,Hennur Road,1654.0,3.0,97.8,3
3118,Super built-up  Area,Hennur Road,1480.0,3.0,100.0,3
3119,Super built-up  Area,Hennur Road,1450.0,3.0,88.6,3
3120,Super built-up  Area,Hennur Road,1155.0,2.0,69.18,2
3121,Super built-up  Area,Hennur Road,1053.0,2.0,53.0,2
3122,Super built-up  Area,Hennur Road,1195.0,2.0,59.0,2
3123,Super built-up  Area,Hennur Road,1904.0,3.0,129.0,3
3124,Super built-up  Area,Hennur Road,1981.0,3.0,134.0,3
3125,Super built-up  Area,Hennur Road,1155.0,2.0,69.18,2
3127,Super built-up  Area,Hennur Road,1590.0,3.0,105.0,3
3128,Super built-up  Area,Hennur Road,2041.0,3.0,138.0,3
3129,Built-up  Area,Hennur Road,1100.0,2.0,78.0,3
3130,Built-up  Area,Hennur Road,1880.0,4.0,154.0,4
3131,Super built-up  Area,Hennur Road,1232.0,2.0,69.61,2
3132,Super built-up  Area,Hennur Road,1748.0,3.0,103.0,3
3133,Built-up  Area,Hennur Road,1460.0,2.0,80.3,2
3135,Super built-up  Area,Hennur Road,1933.0,3.0,140.0,3
3136,Super built-up  Area,Hennur Road,1030.0,2.0,46.5,2
3137,Super built-up  Area,Hennur Road,1232.0,2.0,69.61,2
3139,Super built-up  Area,Hennur Road,1445.0,2.0,89.56,3
3140,Super built-up  Area,Hennur Road,973.0,2.0,50.74,2
3142,Super built-up  Area,Hennur Road,1305.0,2.0,77.0,3
3144,Super built-up  Area,Hennur Road,1165.0,2.0,67.0,2
3145,Super built-up  Area,Hennur Road,980.0,2.0,51.0,2
3146,Super built-up  Area,Hennur Road,1232.0,2.0,80.0,2
3147,Super built-up  Area,Hennur Road,1085.0,2.0,43.4,2
3148,Super built-up  Area,Hennur Road,950.0,2.0,55.0,2
3149,Super built-up  Area,Hennur Road,1140.0,2.0,56.0,2
3150,Super built-up  Area,Hennur Road,1891.0,3.0,110.0,3
3153,Super built-up  Area,Hennur Road,1165.0,2.0,52.0,2
3154,Built-up  Area,Hennur Road,1450.0,2.0,80.0,2
3155,Super built-up  Area,Hennur Road,1155.0,2.0,69.18,2
3156,Super built-up  Area,Hennur Road,1936.0,3.0,131.0,3
3157,Built-up  Area,Hoodi,985.0,2.0,67.0,2
3160,Built-up  Area,Hoodi,1425.0,2.0,80.0,2
3161,Super built-up  Area,Hoodi,1420.0,2.0,75.0,2
3162,Super built-up  Area,Hoodi,1639.0,3.0,110.0,3
3164,Super built-up  Area,Hoodi,1639.0,3.0,98.32,3
3168,Super built-up  Area,Hoodi,1026.0,2.0,60.87,2
3169,Super built-up  Area,Hoodi,1050.0,2.0,50.0,2
3170,Super built-up  Area,Hoodi,1400.0,2.0,78.0,2
3171,Plot  Area,Hoodi,2400.0,5.0,160.0,5
3172,Super built-up  Area,Hoodi,1196.0,2.0,71.74,2
3174,Built-up  Area,Hoodi,1500.0,2.0,84.0,2
3175,Super built-up  Area,Hoodi,1055.0,2.0,57.63,2
3176,Super built-up  Area,Hoodi,1925.0,2.0,114.0,3
3177,Super built-up  Area,Hoodi,1400.0,2.0,82.0,2
3179,Super built-up  Area,Hoodi,706.0,1.0,48.24,1
3180,Super built-up  Area,Hoodi,1257.0,2.0,69.0,2
3181,Super built-up  Area,Hoodi,1132.0,2.0,67.9,2
3182,Super built-up  Area,Hoodi,1925.0,3.0,110.0,3
3184,Super built-up  Area,Hoodi,1257.0,2.0,71.03,2
3185,Super built-up  Area,Hoodi,1305.0,2.0,75.0,2
3187,Built-up  Area,Hoodi,1240.0,2.0,65.0,2
3189,Super built-up  Area,Hoodi,1108.0,2.0,74.23,2
3190,Super built-up  Area,Hoodi,1257.0,2.0,68.5,2
3191,Built-up  Area,Hoodi,1000.0,2.0,48.0,2
3192,Super built-up  Area,Hoodi,1063.0,2.0,61.17,2
3193,Super built-up  Area,Hoodi,1259.0,2.0,69.45,2
3194,Super built-up  Area,Hoodi,711.0,1.0,42.65,1
3196,Super built-up  Area,Hoodi,863.0,1.0,40.55,1
3197,Super built-up  Area,Hoodi,1715.0,2.0,100.0,3
3199,Super built-up  Area,Hoodi,1447.0,3.0,76.0,2
3200,Super built-up  Area,Hoodi,2144.0,3.0,140.0,3
3201,Super built-up  Area,Hoodi,1108.0,2.0,66.46,2
3203,Super built-up  Area,Hoodi,1837.0,3.0,110.0,3
3204,Built-up  Area,Hoodi,3385.0,4.0,220.0,4
3206,Super built-up  Area,Hoodi,1181.0,2.0,55.0,2
3207,Built-up  Area,Hoodi,1490.0,3.0,85.0,3
3208,Super built-up  Area,Hoodi,1258.5,2.0,59.135,2
3209,Super built-up  Area,Horamavu Agara,1200.0,2.0,45.0,2
3210,Super built-up  Area,Horamavu Agara,1560.0,3.0,75.0,3
3211,Built-up  Area,Horamavu Agara,755.0,2.0,37.49,2
3212,Built-up  Area,Horamavu Agara,982.0,2.0,47.65,2
3213,Super built-up  Area,Horamavu Agara,1650.0,2.0,75.0,3
3214,Super built-up  Area,Horamavu Agara,950.0,2.0,39.0,2
3215,Super built-up  Area,Horamavu Agara,1756.0,3.0,92.0,3
3216,Built-up  Area,Horamavu Agara,1106.0,2.0,43.09,2
3217,Super built-up  Area,Horamavu Agara,1079.0,2.0,41.0,2
3218,Super built-up  Area,Horamavu Agara,1265.0,2.0,65.0,3
3219,Super built-up  Area,Horamavu Agara,1060.0,2.0,37.0,2
3220,Super built-up  Area,Horamavu Agara,1107.83,2.0,41.51,2
3221,Built-up  Area,Horamavu Agara,980.0,2.0,38.19,2
3222,Super built-up  Area,Horamavu Agara,1250.0,3.0,65.0,3
3223,Super built-up  Area,Horamavu Agara,1145.0,2.0,41.21,2
3224,Plot  Area,Horamavu Agara,2400.0,3.0,80.0,5
3225,Super built-up  Area,Horamavu Agara,1000.0,2.0,46.0,2
3226,Built-up  Area,Horamavu Agara,760.0,2.0,37.49,2
3227,Super built-up  Area,Horamavu Agara,1150.0,2.0,42.0,2
3229,Built-up  Area,Horamavu Agara,750.0,2.0,37.49,2
3230,Super built-up  Area,Horamavu Agara,625.0,1.0,27.0,1
3231,Built-up  Area,Horamavu Agara,1080.0,2.0,38.0,2
3232,Super built-up  Area,Horamavu Agara,994.0,2.0,42.28,2
3233,Super built-up  Area,Horamavu Agara,1107.83,2.0,41.51,2
3235,Super built-up  Area,Horamavu Agara,1090.0,2.0,46.0,2
3236,Built-up  Area,Horamavu Agara,1400.0,3.0,63.0,3
3237,Super built-up  Area,Horamavu Agara,1557.0,3.0,70.0,3
3238,Super built-up  Area,Horamavu Agara,1058.0,2.0,47.0,2
3241,Super built-up  Area,Horamavu Banaswadi,1460.0,2.0,80.5,2
3242,Super built-up  Area,Horamavu Banaswadi,1156.0,2.0,46.0,2
3243,Super built-up  Area,Horamavu Banaswadi,1180.0,2.0,58.0,2
3244,Super built-up  Area,Horamavu Banaswadi,1307.0,2.0,51.6,2
3245,Built-up  Area,Horamavu Banaswadi,3800.0,8.0,200.0,6
3246,Super built-up  Area,Horamavu Banaswadi,1357.0,2.0,54.0,2
3247,Super built-up  Area,Horamavu Banaswadi,925.0,2.0,38.0,2
3248,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,48.0,2
3249,Super built-up  Area,Horamavu Banaswadi,1225.0,2.0,49.5,2
3250,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,51.5,2
3251,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,51.5,2
3252,Super built-up  Area,Horamavu Banaswadi,1156.0,2.0,46.9,2
3253,Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,45.0,2
3254,Super built-up  Area,Horamavu Banaswadi,1254.0,2.0,47.0,2
3255,Super built-up  Area,Horamavu Banaswadi,1610.0,3.0,68.0,3
3256,Super built-up  Area,Horamavu Banaswadi,1210.0,2.0,50.0,2
3257,Super built-up  Area,Horamavu Banaswadi,1357.0,2.0,54.0,2
3258,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,50.0,2
3259,Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,45.0,2
3260,Super built-up  Area,Horamavu Banaswadi,1025.0,2.0,45.0,2
3261,Built-up  Area,Horamavu Banaswadi,1081.0,2.0,52.0,2
3262,Super built-up  Area,Horamavu Banaswadi,1000.0,2.0,50.0,2
3263,Super built-up  Area,Hormavu,1500.0,2.0,78.0,2
3264,Super built-up  Area,Hormavu,1150.0,2.0,55.0,2
3266,Built-up  Area,Hormavu,1180.0,2.0,50.0,2
3267,Plot  Area,Hormavu,1200.0,2.0,67.0,2
3268,Plot  Area,Hormavu,1200.0,3.0,70.0,2
3269,Super built-up  Area,Hormavu,1175.0,2.0,52.0,2
3270,Super built-up  Area,Hormavu,1351.0,2.0,53.0,1
3271,Super built-up  Area,Hormavu,1141.0,2.0,44.4,2
3272,Super built-up  Area,Hormavu,1130.0,2.0,42.3,2
3274,Built-up  Area,Hormavu,1725.0,3.0,85.0,3
3275,Super built-up  Area,Hormavu,1153.0,2.0,65.0,2
3276,Built-up  Area,Hormavu,1150.0,2.0,53.11,2
3277,Super built-up  Area,Hormavu,1123.0,2.0,56.0,2
3278,Super built-up  Area,Hormavu,1385.0,2.0,69.0,3
3280,Super built-up  Area,Hormavu,1030.0,2.0,49.35,2
3281,Super built-up  Area,Hormavu,1018.0,2.0,50.8,2
3282,Super built-up  Area,Hormavu,1555.0,3.0,75.0,3
3283,Super built-up  Area,Hormavu,1143.0,2.0,53.0,2
3284,Super built-up  Area,Hormavu,1100.0,2.0,38.0,2
3285,Built-up  Area,Hormavu,1000.0,2.0,50.0,2
3286,Super built-up  Area,Hormavu,1200.0,2.0,68.0,2
3288,Super built-up  Area,Hormavu,1200.0,2.0,68.0,2
3289,Super built-up  Area,Hormavu,765.0,2.0,37.49,2
3291,Super built-up  Area,Hormavu,1081.5,2.0,38.665,2
3292,Super built-up  Area,Hormavu,1250.0,2.0,60.0,2
3293,Super built-up  Area,Hormavu,965.0,2.0,37.15,2
3294,Carpet  Area,Hormavu,583.0,1.0,28.275,1
3295,Super built-up  Area,Hormavu,1129.0,2.0,44.0,2
3296,Super built-up  Area,Hormavu,1385.0,2.0,69.25,3
3297,Super built-up  Area,Hormavu,1165.0,2.0,40.0,2
3298,Super built-up  Area,Hormavu,1065.0,2.0,50.92,2
3299,Super built-up  Area,Hormavu,1046.0,2.0,60.0,2
3300,Super built-up  Area,Hormavu,1400.0,2.0,75.0,2
3301,Super built-up  Area,Hormavu,1365.0,2.0,65.0,3
3302,Super built-up  Area,Hormavu,1196.0,2.0,44.8,2
3303,Super built-up  Area,Hormavu,1263.0,2.0,47.36,2
3304,Super built-up  Area,Hormavu,1015.0,2.0,39.08,2
3306,Plot  Area,Hormavu,1200.0,2.0,73.0,2
3307,Super built-up  Area,Hormavu,1250.0,2.0,65.0,2
3309,Super built-up  Area,Hormavu,1075.0,2.0,53.7,2
3310,Super built-up  Area,Hormavu,980.0,2.0,42.0,2
3311,Super built-up  Area,Hormavu,1075.0,2.0,53.7,2
3312,Carpet  Area,Hormavu,2282.0,4.0,115.0,4
3313,Super built-up  Area,Hormavu,1206.0,2.0,55.0,2
3314,Super built-up  Area,Hormavu,1310.0,2.0,67.0,2
3315,Super built-up  Area,Hormavu,1310.0,2.0,60.0,2
3316,Super built-up  Area,Hormavu,1020.0,2.0,45.75,2
3317,Super built-up  Area,Hormavu,1210.0,2.0,69.0,2
3318,Super built-up  Area,Hosa Road,1652.0,3.0,85.0,3
